group,skill,assignment_number,participant_id_1,participant_id_2,feedback_1,feedback_2,sim
17-20,Correctness,103.0,19,20,"spawns 3 windows, one of which does nothing. Another window is just about plants in the simulation. ","code runs but nothing is displayed. 
Completed all basic tasks and some challenges.",0.26278353
17-20,Correctness,652.0,17,18,Base tasks and the weather challenge task is implemented. Inefficient and incorrect implementation of the animal classes causes the simulation to execute very slowly and the time implementation is also implemented wrongly.,"There are at least five species created. At least two of them do not fight for any resource, while at least two of them fight for the same one. There is not difference for the behaviour for day and night. There is a distinguish between males and females, but it is not required when they give birth. No extra feature added.",0.24272469
17-20,Correctness,652.0,17,19,Base tasks and the weather challenge task is implemented. Inefficient and incorrect implementation of the animal classes causes the simulation to execute very slowly and the time implementation is also implemented wrongly.,No comment supplied,-0.002381295
17-20,Correctness,652.0,17,20,Base tasks and the weather challenge task is implemented. Inefficient and incorrect implementation of the animal classes causes the simulation to execute very slowly and the time implementation is also implemented wrongly.,"the animal gives birth if they are female but does not check if a male is near by.
Prey and predator class does nothing.
weather class does nothing.",0.38651538
17-20,Correctness,652.0,18,19,"There are at least five species created. At least two of them do not fight for any resource, while at least two of them fight for the same one. There is not difference for the behaviour for day and night. There is a distinguish between males and females, but it is not required when they give birth. No extra feature added.",No comment supplied,0.0627012
17-20,Correctness,652.0,18,20,"There are at least five species created. At least two of them do not fight for any resource, while at least two of them fight for the same one. There is not difference for the behaviour for day and night. There is a distinguish between males and females, but it is not required when they give birth. No extra feature added.","the animal gives birth if they are female but does not check if a male is near by.
Prey and predator class does nothing.
weather class does nothing.",0.646477
17-20,Correctness,652.0,19,20,No comment supplied,"the animal gives birth if they are female but does not check if a male is near by.
Prey and predator class does nothing.
weather class does nothing.",0.07967413
17-20,Correctness,456.0,17,18,All base and challenge tasks completed to a high standard. ,"There are at least five species created. At least two of the do not fight for any resource, while at least two of them fight for the same resource. When breeding, there is a difference between males and females. There is no difference in terms of the behaviour between day and night. Extra features added: Plants + Weather + Disease.",0.015549424
17-20,Correctness,456.0,17,19,All base and challenge tasks completed to a high standard. ,No comment supplied,-0.01886322
17-20,Correctness,456.0,17,20,All base and challenge tasks completed to a high standard. ,all basic tasks and challenges completed,0.7337942
17-20,Correctness,456.0,18,19,"There are at least five species created. At least two of the do not fight for any resource, while at least two of them fight for the same resource. When breeding, there is a difference between males and females. There is no difference in terms of the behaviour between day and night. Extra features added: Plants + Weather + Disease.",No comment supplied,0.03948509
17-20,Correctness,456.0,18,20,"There are at least five species created. At least two of the do not fight for any resource, while at least two of them fight for the same resource. When breeding, there is a difference between males and females. There is no difference in terms of the behaviour between day and night. Extra features added: Plants + Weather + Disease.",all basic tasks and challenges completed,0.047173455
17-20,Correctness,456.0,19,20,No comment supplied,all basic tasks and challenges completed,0.08968562
17-20,Correctness,463.0,17,18,All base tasks completed to a high standard. No challenge tasks completed. ,"There are at least five species created. There are at least two of them that do not look for pray, while two of them look for the same species to prey. The behaviour of the animals change between day and night. The animals do not consider a difference between males and females. Extra features added: none to an extent that can be considered relevant.",0.053000435
17-20,Correctness,463.0,17,19,All base tasks completed to a high standard. No challenge tasks completed. ,No comment supplied,0.056434456
17-20,Correctness,463.0,17,20,All base tasks completed to a high standard. No challenge tasks completed. ,all basic tasks and most challenges completed,0.7642408
17-20,Correctness,463.0,18,19,"There are at least five species created. There are at least two of them that do not look for pray, while two of them look for the same species to prey. The behaviour of the animals change between day and night. The animals do not consider a difference between males and females. Extra features added: none to an extent that can be considered relevant.",No comment supplied,0.035376735
17-20,Correctness,463.0,18,20,"There are at least five species created. There are at least two of them that do not look for pray, while two of them look for the same species to prey. The behaviour of the animals change between day and night. The animals do not consider a difference between males and females. Extra features added: none to an extent that can be considered relevant.",all basic tasks and most challenges completed,0.02019123
17-20,Correctness,463.0,19,20,No comment supplied,all basic tasks and most challenges completed,0.061556716
17-20,Code Elegance,377.0,17,18,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,The code is efficient and makes use of all the characteristics required.,0.4234394
17-20,Code Elegance,377.0,17,19,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,No comment supplied,-0.037582878
17-20,Code Elegance,377.0,17,20,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,"Lots of reusable code, no repetition",0.28287894
17-20,Code Elegance,377.0,18,19,The code is efficient and makes use of all the characteristics required.,No comment supplied,0.009192932
17-20,Code Elegance,377.0,18,20,The code is efficient and makes use of all the characteristics required.,"Lots of reusable code, no repetition",0.44663897
17-20,Code Elegance,377.0,19,20,No comment supplied,"Lots of reusable code, no repetition",0.07482426
17-20,Code Elegance,389.0,17,18,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,"The code is efficient and the use of classes is well specified. Good indentation is present, and the classes are well-stratified.",0.4426369
17-20,Code Elegance,389.0,17,19,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,389.0,17,20,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,389.0,18,19,"The code is efficient and the use of classes is well specified. Good indentation is present, and the classes are well-stratified.",No comment supplied,0.044806343
17-20,Code Elegance,389.0,18,20,"The code is efficient and the use of classes is well specified. Good indentation is present, and the classes are well-stratified.",No comment supplied,0.044806343
17-20,Code Elegance,389.0,19,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,553.0,17,18,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,"There is a redundant class just for making use of the ArrayList, this is not desirable.",0.14858271
17-20,Code Elegance,553.0,17,19,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,No comment supplied,-0.032700144
17-20,Code Elegance,553.0,17,20,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,No comment supplied,-0.032700144
17-20,Code Elegance,553.0,18,19,"There is a redundant class just for making use of the ArrayList, this is not desirable.",No comment supplied,0.0040405495
17-20,Code Elegance,553.0,18,20,"There is a redundant class just for making use of the ArrayList, this is not desirable.",No comment supplied,0.0040405495
17-20,Code Elegance,553.0,19,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,608.0,17,18,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,"The code is elegant and the creation of the new abstract class LivingBeing demonstrates a thorough understanding. The code is efficient, however, some if-then-else statements are empty.",0.32101315
17-20,Code Elegance,608.0,17,19,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,No comment supplied,-0.032700144
17-20,Code Elegance,608.0,17,20,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,No comment supplied,-0.032700144
17-20,Code Elegance,608.0,18,19,"The code is elegant and the creation of the new abstract class LivingBeing demonstrates a thorough understanding. The code is efficient, however, some if-then-else statements are empty.",No comment supplied,0.061237816
17-20,Code Elegance,608.0,18,20,"The code is elegant and the creation of the new abstract class LivingBeing demonstrates a thorough understanding. The code is efficient, however, some if-then-else statements are empty.",No comment supplied,0.061237816
17-20,Code Elegance,608.0,19,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,458.0,17,18,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,458.0,17,19,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,458.0,17,20,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,458.0,18,19,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,458.0,18,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,458.0,19,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,82.0,17,18,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,"The use of the 'Actor' interface seems redundant. The variables are repeatedly initialised in the child, but a better option would be to initialise them in the superclass. The colour method is not correctly placed.",0.19094189
17-20,Code Elegance,82.0,17,19,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,82.0,17,20,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,82.0,18,19,"The use of the 'Actor' interface seems redundant. The variables are repeatedly initialised in the child, but a better option would be to initialise them in the superclass. The colour method is not correctly placed.",No comment supplied,0.030125841
17-20,Code Elegance,82.0,18,20,"The use of the 'Actor' interface seems redundant. The variables are repeatedly initialised in the child, but a better option would be to initialise them in the superclass. The colour method is not correctly placed.",No comment supplied,0.030125841
17-20,Code Elegance,82.0,19,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,46.0,17,18,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,"The code is elegantly written and it presents many well-designed aspects. However, the values for each animal could be enclosed in the superclass and then instantiated. This might decrease the way the code is elegant.",0.28047854
17-20,Code Elegance,46.0,17,19,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,46.0,17,20,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,"act function is similar for all animals, could of implemented it in the animal class rather than having it as an abstract class for better code reusability.",0.2936017
17-20,Code Elegance,46.0,18,19,"The code is elegantly written and it presents many well-designed aspects. However, the values for each animal could be enclosed in the superclass and then instantiated. This might decrease the way the code is elegant.",No comment supplied,0.035219945
17-20,Code Elegance,46.0,18,20,"The code is elegantly written and it presents many well-designed aspects. However, the values for each animal could be enclosed in the superclass and then instantiated. This might decrease the way the code is elegant.","act function is similar for all animals, could of implemented it in the animal class rather than having it as an abstract class for better code reusability.",0.48537534
17-20,Code Elegance,46.0,19,20,No comment supplied,"act function is similar for all animals, could of implemented it in the animal class rather than having it as an abstract class for better code reusability.",0.013312228
17-20,Code Elegance,156.0,17,18,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,Some of the attributes that many animals have in common are defined separately in each subclass rather than in the main superclass. The getNewAnimal object is not defined only in the superclass.,0.20928264
17-20,Code Elegance,156.0,17,19,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,No comment supplied,-0.032700144
17-20,Code Elegance,156.0,17,20,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,"act function is similar for all animals, could of implemented it in the animal class for better code reusability.",0.27397954
17-20,Code Elegance,156.0,18,19,Some of the attributes that many animals have in common are defined separately in each subclass rather than in the main superclass. The getNewAnimal object is not defined only in the superclass.,No comment supplied,0.012353465
17-20,Code Elegance,156.0,18,20,Some of the attributes that many animals have in common are defined separately in each subclass rather than in the main superclass. The getNewAnimal object is not defined only in the superclass.,"act function is similar for all animals, could of implemented it in the animal class for better code reusability.",0.4231291
17-20,Code Elegance,156.0,19,20,No comment supplied,"act function is similar for all animals, could of implemented it in the animal class for better code reusability.",0.024103096
17-20,Code Elegance,516.0,17,18,Appropriate approaches taken to implementation of both core and challenge classes. Classes could be better encapsulated however.,"Some of the constructors are empty, which is not good practice. Some variables that are common between many species are part of only the subclass, and not also the superclass. Some components that should not be part of the subclass are still instantiated in the incorrect place.",0.19932047
17-20,Code Elegance,516.0,17,19,Appropriate approaches taken to implementation of both core and challenge classes. Classes could be better encapsulated however.,No comment supplied,-0.04939219
17-20,Code Elegance,516.0,17,20,Appropriate approaches taken to implementation of both core and challenge classes. Classes could be better encapsulated however.,"act function does too much, should break it down. Excellent code reusability, no repeating code.",0.21913154
17-20,Code Elegance,516.0,18,19,"Some of the constructors are empty, which is not good practice. Some variables that are common between many species are part of only the subclass, and not also the superclass. Some components that should not be part of the subclass are still instantiated in the incorrect place.",No comment supplied,0.080034316
17-20,Code Elegance,516.0,18,20,"Some of the constructors are empty, which is not good practice. Some variables that are common between many species are part of only the subclass, and not also the superclass. Some components that should not be part of the subclass are still instantiated in the incorrect place.","act function does too much, should break it down. Excellent code reusability, no repeating code.",0.10624163
17-20,Code Elegance,516.0,19,20,No comment supplied,"act function does too much, should break it down. Excellent code reusability, no repeating code.",0.06826857
17-20,Code Elegance,80.0,17,18,Code is elegant but seems to be the same as the default submission.,"The code presented has some elements of elegance. However, it  is too simplistic to be considered as complex enough.",0.44480675
17-20,Code Elegance,80.0,17,19,Code is elegant but seems to be the same as the default submission.,No comment supplied,0.112383656
17-20,Code Elegance,80.0,17,20,Code is elegant but seems to be the same as the default submission.,No comment supplied,0.112383656
17-20,Code Elegance,80.0,18,19,"The code presented has some elements of elegance. However, it  is too simplistic to be considered as complex enough.",No comment supplied,-0.0021358095
17-20,Code Elegance,80.0,18,20,"The code presented has some elements of elegance. However, it  is too simplistic to be considered as complex enough.",No comment supplied,-0.0021358095
17-20,Code Elegance,80.0,19,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,221.0,17,18,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,The genderequals method should have been defined in the superclass rather than exploited in each of the subclasses. This also applies to the common attributes between many different animals. The same happens also with the different kind of plants.,0.16826576
17-20,Code Elegance,221.0,17,19,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,No comment supplied,-0.032700144
17-20,Code Elegance,221.0,17,20,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,"act function is similar for all animals, should of implemented it in animal class for better code reusability.",0.29727638
17-20,Code Elegance,221.0,18,19,The genderequals method should have been defined in the superclass rather than exploited in each of the subclasses. This also applies to the common attributes between many different animals. The same happens also with the different kind of plants.,No comment supplied,-0.05649165
17-20,Code Elegance,221.0,18,20,The genderequals method should have been defined in the superclass rather than exploited in each of the subclasses. This also applies to the common attributes between many different animals. The same happens also with the different kind of plants.,"act function is similar for all animals, should of implemented it in animal class for better code reusability.",0.35571057
17-20,Code Elegance,221.0,19,20,No comment supplied,"act function is similar for all animals, should of implemented it in animal class for better code reusability.",0.014708858
17-20,Code Elegance,651.0,17,18,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,All the values that are common for many classes could have been initialised in the superclass and then just assigned. The 'giveBirth' method is repeated many times in each class.,0.34581497
17-20,Code Elegance,651.0,17,19,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,651.0,17,20,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,651.0,18,19,All the values that are common for many classes could have been initialised in the superclass and then just assigned. The 'giveBirth' method is repeated many times in each class.,No comment supplied,0.018433962
17-20,Code Elegance,651.0,18,20,All the values that are common for many classes could have been initialised in the superclass and then just assigned. The 'giveBirth' method is repeated many times in each class.,No comment supplied,0.018433962
17-20,Code Elegance,651.0,19,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,574.0,17,18,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,Some of the attributes that are common to all animals are defined separately in each instantiation.,0.18147573
17-20,Code Elegance,574.0,17,19,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,No comment supplied,-0.037582878
17-20,Code Elegance,574.0,17,20,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,"day act and night act functions are very similar for all animals, should of implemented it in the animal class for better code reusability.",0.2612313
17-20,Code Elegance,574.0,18,19,Some of the attributes that are common to all animals are defined separately in each instantiation.,No comment supplied,-0.019283557
17-20,Code Elegance,574.0,18,20,Some of the attributes that are common to all animals are defined separately in each instantiation.,"day act and night act functions are very similar for all animals, should of implemented it in the animal class for better code reusability.",0.35399407
17-20,Code Elegance,574.0,19,20,No comment supplied,"day act and night act functions are very similar for all animals, should of implemented it in the animal class for better code reusability.",0.0049888566
17-20,Code Elegance,387.0,17,18,Mostly solid implementation although a few hacky lines exist throughout reducing readability and maintainability.,"The refactored class, even though it contains attributes that are common for all the animals, some of them define them again in their class. The Weather class is not correctly defined as it is empty - not good practice.",0.17983465
17-20,Code Elegance,387.0,17,19,Mostly solid implementation although a few hacky lines exist throughout reducing readability and maintainability.,No comment supplied,0.08036731
17-20,Code Elegance,387.0,17,20,Mostly solid implementation although a few hacky lines exist throughout reducing readability and maintainability.,"poor code reusability. Act functions are similar so should of implemented that in the animal class, why do you need a New class for each animal and animal class.",0.15737277
17-20,Code Elegance,387.0,18,19,"The refactored class, even though it contains attributes that are common for all the animals, some of them define them again in their class. The Weather class is not correctly defined as it is empty - not good practice.",No comment supplied,0.008167314
17-20,Code Elegance,387.0,18,20,"The refactored class, even though it contains attributes that are common for all the animals, some of them define them again in their class. The Weather class is not correctly defined as it is empty - not good practice.","poor code reusability. Act functions are similar so should of implemented that in the animal class, why do you need a New class for each animal and animal class.",0.54722655
17-20,Code Elegance,387.0,19,20,No comment supplied,"poor code reusability. Act functions are similar so should of implemented that in the animal class, why do you need a New class for each animal and animal class.",0.011558387
17-20,Code Elegance,659.0,17,18,Base and challenge tasks are very efficiently implemented and remain perfectly readable and maintanable.,No comment supplied,-0.036443274
17-20,Code Elegance,659.0,17,19,Base and challenge tasks are very efficiently implemented and remain perfectly readable and maintanable.,No comment supplied,-0.036443274
17-20,Code Elegance,659.0,17,20,Base and challenge tasks are very efficiently implemented and remain perfectly readable and maintanable.,"act function does too much, should break it down.",0.26608
17-20,Code Elegance,659.0,18,19,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,659.0,18,20,No comment supplied,"act function does too much, should break it down.",0.09761387
17-20,Code Elegance,659.0,19,20,No comment supplied,"act function does too much, should break it down.",0.09761387
17-20,Code Elegance,98.0,17,18,Appropriate approaches taken to implementation of both core and challenge classes. Quite readable although hard to judge effectiveness of implementation with no simulation.,"All the values that are common to an animal should have been defined in a superclass rather than instantiated in each class. The code is quite easy to read, but a bit too simplistic.",0.25064388
17-20,Code Elegance,98.0,17,19,Appropriate approaches taken to implementation of both core and challenge classes. Quite readable although hard to judge effectiveness of implementation with no simulation.,No comment supplied,-0.054871842
17-20,Code Elegance,98.0,17,20,Appropriate approaches taken to implementation of both core and challenge classes. Quite readable although hard to judge effectiveness of implementation with no simulation.,"act function is similar for all animals, should of implemented it in the animal class. Why is plant and InfectableAnimal class extending from animal class?",0.15288675
17-20,Code Elegance,98.0,18,19,"All the values that are common to an animal should have been defined in a superclass rather than instantiated in each class. The code is quite easy to read, but a bit too simplistic.",No comment supplied,0.020975301
17-20,Code Elegance,98.0,18,20,"All the values that are common to an animal should have been defined in a superclass rather than instantiated in each class. The code is quite easy to read, but a bit too simplistic.","act function is similar for all animals, should of implemented it in the animal class. Why is plant and InfectableAnimal class extending from animal class?",0.5225326
17-20,Code Elegance,98.0,19,20,No comment supplied,"act function is similar for all animals, should of implemented it in the animal class. Why is plant and InfectableAnimal class extending from animal class?",-0.021119341
17-20,Code Elegance,255.0,17,18,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,All the variables that are common to animals should have been enclosed in the superclass and defined through the constructor.,0.20177329
17-20,Code Elegance,255.0,17,19,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,No comment supplied,-0.037582878
17-20,Code Elegance,255.0,17,20,Base and challenge tasks are efficiently implemented and remain perfectly readable and maintanable.,"great code reusability, no repeating code. however some functions are long and do more than 1 thing.",0.33956784
17-20,Code Elegance,255.0,18,19,All the variables that are common to animals should have been enclosed in the superclass and defined through the constructor.,No comment supplied,0.04787448
17-20,Code Elegance,255.0,18,20,All the variables that are common to animals should have been enclosed in the superclass and defined through the constructor.,"great code reusability, no repeating code. however some functions are long and do more than 1 thing.",0.16049515
17-20,Code Elegance,255.0,19,20,No comment supplied,"great code reusability, no repeating code. however some functions are long and do more than 1 thing.",0.011677172
17-20,Code Elegance,526.0,17,18,The classes and packages are set up in quite a convoluted way to the point where the simulator does not compile. ,"All the common variables of the animals should be enclosed in a superclass, rather than defined individually for every class. 'Female' class should be a characteristic of an animal, not a separate class. Inside many classes, there are other class instances created that are not required. Some methods are empty, this is not a good practice.",0.17303692
17-20,Code Elegance,526.0,17,19,The classes and packages are set up in quite a convoluted way to the point where the simulator does not compile. ,No comment supplied,0.045571446
17-20,Code Elegance,526.0,17,20,The classes and packages are set up in quite a convoluted way to the point where the simulator does not compile. ,"give birth function has similar structure in each animal, should of implemented it in the animal class.",0.15865418
17-20,Code Elegance,526.0,18,19,"All the common variables of the animals should be enclosed in a superclass, rather than defined individually for every class. 'Female' class should be a characteristic of an animal, not a separate class. Inside many classes, there are other class instances created that are not required. Some methods are empty, this is not a good practice.",No comment supplied,0.035813183
17-20,Code Elegance,526.0,18,20,"All the common variables of the animals should be enclosed in a superclass, rather than defined individually for every class. 'Female' class should be a characteristic of an animal, not a separate class. Inside many classes, there are other class instances created that are not required. Some methods are empty, this is not a good practice.","give birth function has similar structure in each animal, should of implemented it in the animal class.",0.5526625
17-20,Code Elegance,526.0,19,20,No comment supplied,"give birth function has similar structure in each animal, should of implemented it in the animal class.",0.04832102
17-20,Code Elegance,365.0,17,18,Appropriate approaches taken to implementation of both core and challenge classes. Would've been more desirable to give each animal their own file to make it easier to discrimnate between each of their expected behaviours. This would've also allowed for better maintainability.,"It is not usually a good practice to return null in a method. The animals created are not part of different classes, they are just creations in the simulation. The code written is not very elegant as it is hard to find all the required elements.",0.3515529
17-20,Code Elegance,365.0,17,19,Appropriate approaches taken to implementation of both core and challenge classes. Would've been more desirable to give each animal their own file to make it easier to discrimnate between each of their expected behaviours. This would've also allowed for better maintainability.,No comment supplied,-0.028273787
17-20,Code Elegance,365.0,17,20,Appropriate approaches taken to implementation of both core and challenge classes. Would've been more desirable to give each animal their own file to make it easier to discrimnate between each of their expected behaviours. This would've also allowed for better maintainability.,"smart coding, reusable functions. no repeating code",0.24669412
17-20,Code Elegance,365.0,18,19,"It is not usually a good practice to return null in a method. The animals created are not part of different classes, they are just creations in the simulation. The code written is not very elegant as it is hard to find all the required elements.",No comment supplied,0.017346768
17-20,Code Elegance,365.0,18,20,"It is not usually a good practice to return null in a method. The animals created are not part of different classes, they are just creations in the simulation. The code written is not very elegant as it is hard to find all the required elements.","smart coding, reusable functions. no repeating code",0.13782823
17-20,Code Elegance,365.0,19,20,No comment supplied,"smart coding, reusable functions. no repeating code",-0.03419846
17-20,Code Elegance,450.0,17,18,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,Many variables are common between multiple classes and they are defined in each of the subclasses instead of the superclass.,0.22410741
17-20,Code Elegance,450.0,17,19,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,No comment supplied,-0.032700144
17-20,Code Elegance,450.0,17,20,Appropriate approaches taken to implementation of both core and challenge classes. Very readable.,"act function is similar for all animals, should of implemented it in animal class for better code reusability. Same goes for FindFood function.",0.27258986
17-20,Code Elegance,450.0,18,19,Many variables are common between multiple classes and they are defined in each of the subclasses instead of the superclass.,No comment supplied,-0.011350989
17-20,Code Elegance,450.0,18,20,Many variables are common between multiple classes and they are defined in each of the subclasses instead of the superclass.,"act function is similar for all animals, should of implemented it in animal class for better code reusability. Same goes for FindFood function.",0.2888718
17-20,Code Elegance,450.0,19,20,No comment supplied,"act function is similar for all animals, should of implemented it in animal class for better code reusability. Same goes for FindFood function.",0.0101573765
17-20,Code Elegance,388.0,17,18,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,Classes were created in different increments and there is a difference of design between them.,0.37343562
17-20,Code Elegance,388.0,17,19,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,388.0,17,20,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. ",0.36625037
17-20,Code Elegance,388.0,18,19,Classes were created in different increments and there is a difference of design between them.,No comment supplied,0.021880366
17-20,Code Elegance,388.0,18,20,Classes were created in different increments and there is a difference of design between them.,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. ",0.3888578
17-20,Code Elegance,388.0,19,20,No comment supplied,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. ",0.05333674
17-20,Code Elegance,483.0,17,18,Appropriate approaches taken for the implementation of the tasks however inefficient implementation of the environment interactions causes the simulation to execute very slowly.,"There are many characteristics common to multiple animals, but they are all defined in the subclass, rather than in the superclass. The 'Animal' class contains abstract methods, even though it is not abstract.",0.02531012
17-20,Code Elegance,483.0,17,19,Appropriate approaches taken for the implementation of the tasks however inefficient implementation of the environment interactions causes the simulation to execute very slowly.,No comment supplied,-0.0006050505
17-20,Code Elegance,483.0,17,20,Appropriate approaches taken for the implementation of the tasks however inefficient implementation of the environment interactions causes the simulation to execute very slowly.,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. very poor code optimisation which is why the simulation is running slow.",0.57786673
17-20,Code Elegance,483.0,18,19,"There are many characteristics common to multiple animals, but they are all defined in the subclass, rather than in the superclass. The 'Animal' class contains abstract methods, even though it is not abstract.",No comment supplied,-0.06389985
17-20,Code Elegance,483.0,18,20,"There are many characteristics common to multiple animals, but they are all defined in the subclass, rather than in the superclass. The 'Animal' class contains abstract methods, even though it is not abstract.","Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. very poor code optimisation which is why the simulation is running slow.",0.2917354
17-20,Code Elegance,483.0,19,20,No comment supplied,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. very poor code optimisation which is why the simulation is running slow.",0.04295655
17-20,Code Elegance,616.0,17,18,Submission only contains original template,No comment supplied,0.096274
17-20,Code Elegance,616.0,17,19,Submission only contains original template,No comment supplied,0.096274
17-20,Code Elegance,616.0,17,20,Submission only contains original template,No comment supplied,0.096274
17-20,Code Elegance,616.0,18,19,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,616.0,18,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,616.0,19,20,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,684.0,17,18,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,684.0,17,19,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,No comment supplied,-0.032369062
17-20,Code Elegance,684.0,17,20,Solid implementation of both core and challenge classes. Very appropriate approaches taken.,"Lots of repeated code, could have implemented the findFood and find-airs functions in the animal class. Some functions are very long and should break them down.",0.25675282
17-20,Code Elegance,684.0,18,19,No comment supplied,No comment supplied,0.99999994
17-20,Code Elegance,684.0,18,20,No comment supplied,"Lots of repeated code, could have implemented the findFood and find-airs functions in the animal class. Some functions are very long and should break them down.",0.039266173
17-20,Code Elegance,684.0,19,20,No comment supplied,"Lots of repeated code, could have implemented the findFood and find-airs functions in the animal class. Some functions are very long and should break them down.",0.039266173
17-20,Code Elegance,253.0,17,18,Appropriate approaches taken for the implementation of the tasks however some methods like the canBreed() function  could benefit from further simplification.,"The 'StartingClass' is not necessary, it complicates the code. There are some methods that are common between multiple species - instead of being defined in the superclass, they are defined in each subclass. This also applies to the methods. The 'Organism' class is abstract even though it does not define any abstract method.",0.07289082
17-20,Code Elegance,253.0,17,19,Appropriate approaches taken for the implementation of the tasks however some methods like the canBreed() function  could benefit from further simplification.,No comment supplied,0.008961771
17-20,Code Elegance,253.0,17,20,Appropriate approaches taken for the implementation of the tasks however some methods like the canBreed() function  could benefit from further simplification.,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. some not useful classes.",0.30095172
17-20,Code Elegance,253.0,18,19,"The 'StartingClass' is not necessary, it complicates the code. There are some methods that are common between multiple species - instead of being defined in the superclass, they are defined in each subclass. This also applies to the methods. The 'Organism' class is abstract even though it does not define any abstract method.",No comment supplied,-0.035888825
